,0,1
53,“Chat-GPT on the Couch”: Assessing and Alleviating  State Anxiety in Large Language Models,https://osf.io/j7fwb
54,The Message Matters: Changes to Binary Computer Aided Detection Recommendations Affect Cancer Detection in Low Prevalence Search,https://osf.io/bcuvw
55,Algorithmic Bias in Image-Generating Artificial Intelligence: Prevalence and User Perceptions,https://osf.io/wjeps
56,AI: a Bridge toward Diverse Intelligence and Humanity’s Future,https://osf.io/ez263
57,Do Chatbots Exhibit Personality Traits? A Comparison of ChatGPT and Gemini,https://osf.io/xh9my
58,Can an algorithm tell how spiritual you are? Measuring spirituality from text using Generative Pre-trained Transformers,https://osf.io/bqnmk
59,Accelerated Cognitive Warfare via The Dual Use of Large Language Models,https://osf.io/2xwm8
60,Can statistical learning bootstrap early language acquisition? A modeling investigation,https://osf.io/rx94d
61,Machine Learning to Analyze Single-Case Data: A Replication and Extension,https://osf.io/ydgh9
62,“Ciao AI”: The Italian adaptation and validation of the Chatbot Usability Scale,https://osf.io/3hcgy
63,The emergence of self-awareness: insights from robotics,https://osf.io/j5wd4
64,Can an algorithm tell how spiritual you are? Measuring spirituality from text using Generative Pre-trained Transformers,https://osf.io/bqnmk
65,Practical Foundations of Machine Learning for Addiction Research. Part II. Workflow and use cases.,https://osf.io/6239v
66,IS CONSCIOUSNESS A MYSTERY? A SIMPLIFIED APPROACH TO PINPOINT THE BASIC NATURE OF CONSCIOUSNESS,https://osf.io/fpwx6
67,"What Is Consciousness? Artificial Intelligence, Real Intelligence, Quantum Mind, and Qualia",https://osf.io/3zbnj
68,Do Chatbots Exhibit Personality Traits? A Comparison of ChatGPT and Gemini,https://osf.io/xh9my
69,Quantifying UncertAInty: Testing the Accuracy of LLMs’ Confidence Judgments,https://osf.io/47df5
70,Effecting behaviour change using an artificial intelligence chatbot: A pilot randomised controlled study,https://osf.io/2xuat
71,Brainstorming and Artificial Intelligence,https://osf.io/uyedv
72,Artificial Intelligence Quotient (AIQ),https://osf.io/qjm3r
73,The Performance of Large Language Models on Quantitative and Verbal Ability Tests: Initial Evidence and Implications for Unproctored High-stakes Testing,https://osf.io/9cs23
74,Beyond the Brush: Human Versus AI Creativity  in the Realm of Generative Art,https://osf.io/vgzhj
75,Automatic Scoring of Speeded Interpersonal Assessment Center Exercises Via Machine Learning: Initial Psychometric Evidence and Practical Guidelines,https://osf.io/mbzdw
76,A Reinforcement-Learning Meta-Control Architecture Based on the Dual-Process Theory of Moral Decision-Making,https://osf.io/j6fhk
77,Comparison between clinician and machine learning prediction in a randomized controlled trial for nonsuicidal self-injury,https://osf.io/8mdhc
78,Signal from Noise: Using Machine Learning to Distil Knowledge from Data in Biological Psychiatry,https://osf.io/dz7gt
79,A Stateful Multi-Context Aware Design Using OpenAI's GPT (Towards Digital Sentience),https://osf.io/bx29f
80,Using AI Based Chatbot ChatGPT for Practicing Counseling Skills through Role-play,https://osf.io/s47jb
81,Philosophical Aspects of a Resistance to Artificial Intelligence,https://osf.io/ru425
82,Day-to-day dynamics of facial emotion expressions in posttraumatic stress disorder,https://osf.io/6fqg9
83,SEMbeddings: how to evaluate model misfit before data collection using large-language models,https://osf.io/kwrsg
84,Can AI Agents Help Humans to Connect?,https://osf.io/muq6s
85,Exploring the Potential of Artificial Intelligence in Individualized Cognitive Training: a Systematic Review,https://osf.io/2wg59
86,Can Generative AI Infer Thinking Style from Language? Evaluating the Utility of AI as a Psychological Text Analysis Tool,https://osf.io/zy8gr
87,AI Avatar Tells You What Happened: The First Test of Using AI-Operated Children in Simulated Interviews to Train Investigative Interviewers,https://osf.io/pyqxb
88,Excavating “Excavating AI”: The Elephant in the Gallery,https://osf.io/8arv5
89,Let the Algorithm Speak: How to Use Neural Networks for Automatic Item Generation in Psychological Scale Development,https://osf.io/m6s28
90,AI Avatar Tells You What Happened: The First Test of Using AI-Operated Children in Simulated Interviews to Train Investigative Interviewers,https://osf.io/pyqxb
91,News from Generative Artificial Intelligence is Believed Less,https://osf.io/wgy9e
92,Integrated World Modeling Theory (IWMT) Expanded: Implications for Theories of Consciousness and Artificial Intelligence,https://osf.io/rm5b2
93,ChatGPT Is More Likely to Be Perceived as Male Than Female,https://osf.io/z8abp
94,Might a metaphysical Platonic realm entail equality of experience?,https://osf.io/cqw9a
95,"Headlines Labeled as AI-Generated Are Distrusted, Even When True or Human- Made, Because People Assume Full AI Automation",https://osf.io/83k9r
96,The Human-Machine Teammate Inventory (HMTI): Scale Development and Validation,https://osf.io/4s62k
97,How People Infer a Humanlike Mind from a Robot Body,https://osf.io/w6r24
98,Human or Bot? How (Corrected) Errors Humanize a Communicator,https://osf.io/a92bv
99,The Hitchhiker's Guide to Computational Linguistics in Suicide Prevention,https://osf.io/jeybu
100,Natural Language Response Formats for Assessing Depression and Worry with Large Language Models: A Sequential Evaluation with Model Pre-registration,https://osf.io/p67db
101,Artificial Intelligence Chatbots Mimic Human Collective Behaviour,https://osf.io/vf5ap
102,Of Essence and Obsolescence: Priming Artificial Intelligence Changes Perceptions of Human Nature,https://osf.io/uvchf
103,Why do We Need to Employ Exemplars in Moral Education? Insights from Recent Advances in Research on Artificial Intelligence,https://osf.io/xamcj
104,"""Clinical Reach into the Cognitive Space"" (CRITiCS) - An outline conceptual framework for the safe use of generative artificial intelligence in mental health decision making.",https://osf.io/wpe2c
105,Machine Learning to Analyze Single-Case Graphs: A Comparison to Visual Inspection,https://osf.io/b2sq7
106,Knowledge and Attitudes toward an Artificial Intelligence-Based Fidelity Measurement in Cognitive Behavioral Therapy Supervision,https://osf.io/r7sxu
107,Schema Surgery: AI-generated Peak Positive Emotional Stimuli Deactivate Maladaptive Schema,https://osf.io/cepfb
108,"Navigating Relationships with ChatGPT: User Attitudes, Acceptability, and Potential",https://osf.io/gtr7n
109,Large Language Models Amplify Human Biases in Moral Decision-Making,https://osf.io/aj46b
110,Expanding the Toolbox: Machine-Based Item Desirability Ratings as an Alternative to  Human-Based Ratings,https://osf.io/7bpeq
111,Conscious artificial intelligence and biological naturalism,https://osf.io/tz6an
112,Reinforcement Learning in Behavior Science and Artificial Intelligence,https://osf.io/ue5vx
113,Humans perceive warmth and competence in artificial intelligence,https://osf.io/5ursp
114,Modeling of Family and Parenting Relationships for Artificial Intelligence Parenting Systems,https://osf.io/r37e4
115,Discerning Artificial Consciousness from Artificial Intelligence - A Thought Experiment,https://osf.io/ts9kr
116,Artificial Intelligence for the Measurement of Vocal Stereotypy,https://osf.io/r2fje
117,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,https://osf.io/tdw82
118,"Perla: A Conversational Agent for Depression Screening in Digital Ecosystems. Design, Implementation and Validation",https://osf.io/nfas4
119,Spontaneous Perspective Taking Toward Robots: The Unique Impact of Humanlike Appearance,https://osf.io/8z72c
120,Spontaneous Perspective Taking Toward Robots: The Unique Impact of Humanlike Appearance,https://osf.io/8z72c
121,Generalized Simultaneous Localization and Mapping (G-SLAM) as unification framework for natural and artificial intelligences: towards reverse engineering the hippocampal/entorhinal system and principles of high-level cognition,https://osf.io/tdw82
122,A NEW HORIZON IN MIXED-METHOD STUDIES: CHATGPT-ASSISTED PHENOMENOLOGICAL ANALYSIS,https://osf.io/5xpn9
123,Artificial Intelligence-Based Analytics for Impacts of COVID-19 and Online Learning on College Students’ Mental Health,https://osf.io/gwkcf
124,„AI Takeover… doesn’t sound that bad!” –  Authoritarian ambivalence towards artificial intelligence,https://osf.io/2tvs4
125,Counselor Education in the Era of ChatGPT and Other Artificial Intelligence Based Chatbots,https://osf.io/mfwea
126,Deep neural networks are more accurate than humans at detecting sexual orientation from facial images.,https://osf.io/hv28a
127,Synergizing habits and goals with variational Bayes,https://osf.io/v63yj
128,Generative Adversarial Phonology: Modeling unsupervised allophonic learning with neural networks,https://osf.io/ptd3a
129,Detecting Climate Anxiety in Therapy through Natural Language Processing,https://osf.io/5bhax
130,Surprising gender biases in GPT,https://osf.io/mp27q
131,Artificial Intelligence Language Predictors of Two-Year Trauma-Related Outcomes,https://osf.io/8fv5r
132,Redefining the role of Artificial Intelligence in artistic production,https://osf.io/g9ufz
133,"Bridging the gap between perception and action: the case for neuroimaging, AI and video games",https://osf.io/3epws
134,Starting the Conversation Around the Ethical Use of Artificial Intelligence in Applied Behavior Analysis,https://osf.io/zmn28
135,Human Divergent Exploration Capacity for Material Design: A Comparison with Artificial Intelligence,https://osf.io/y69px
136,Tasks for aligning human and machine planning,https://osf.io/9jntv
137,Psychotherapy in the era of artificial intelligence: Therapist Panoptes,https://osf.io/fpzwk
138,Development and Validation of the AI Attitude Scale (AIAS-4): A Brief Measure of Attitude Toward Artificial Intelligence,https://osf.io/f8hvy
139,The best laid plans: Computational principles of ACC,https://osf.io/3df8y
140,In support of the expedited development of Artificial General Intelligence,https://osf.io/pbj48
141,Lower Artificial Intelligence Literacy Predicts Greater AI Receptivity,https://osf.io/t9u8g
142,The moral psychology of Artificial Intelligence,https://osf.io/8ptdg
143,Psychedelics and Artificial Intelligence: Integrating AI-Powered Analysis in Phenomenological Mental Health Studies,https://osf.io/9rnj8
144,Artificial Intelligence and Machine Learning Uses in Supply Chain Risk Management,https://osf.io/ke7jr
145,The impact of generative artificial intelligence on socioeconomic inequalities and policy making,https://osf.io/6fd2y
146,"The Future of Intelligence: The Central Meaning-Making Unit  of Intelligence in the Mind, the Brain, and Artificial Intelligence",https://osf.io/ykde3
147,"The roles of jitter, shimmer, and harmonic-to-noise ratio in perceptions of artificial intelligence (AI) conversational agents’ voices",https://osf.io/9dbfq
148,How to get from ‘AI Tools’ to ‘AI Selves’,https://osf.io/a95gu
149,Predictive Modeling of Depression and Anxiety using Electronic Health Records and a Novel Machine Learning Approach with Artificial Intelligence,https://osf.io/fhdr5
150,Navigating Uncertain Environments: Multiscale Computation in Biological and Artificial Intelligence,https://osf.io/ced3t
151,Synthesis of Human and Artificial Intelligence,https://osf.io/gf7k9
152,"Artificial Intelligence, Machine Learning, and Big Data: Improvements to the Science of People at Work and Applications to Practice",https://osf.io/6zhjf
153,A real-world test of artificial intelligence infiltration of a university examinations system: a “Turing Test” case study,https://osf.io/n854h
154,AI - Powered Procedural Content Generation: Enhancing NPC Behaviour for an Immersive Gaming Experience,https://osf.io/8pt4q
155,Human vs. AI Authorship: Does it Matter in Evaluating Creative Writing? A Pilot Study Using ChatGPT,https://osf.io/wjsm3
156,Communicating the Limitations of AI: The Effect of Message Framing and Ownership on Trust in Artificial Intelligence,https://osf.io/unjg6
157,Integrating Artificial Intelligence in a Telemental Health Clinic,https://osf.io/mk87x
158,Using system analogies to model psychological variables for artificial intelligence applications,https://osf.io/yxe7a
159,Artificial Intelligence: A Game-Changer for Mental Health Care,https://osf.io/ubdxz
160,Is artificial intelligence more persuasive than humans? A meta-analysis,https://osf.io/ehg7n
161,"C-H-A-T-G-P-T, Find Out What it Means To Me: ChatGPT, Artificial Intelligence, and the Study of Individual Differences",https://osf.io/5ctfq
162,"Cognitive network science reveals bias in GPT-3, ChatGPT, and GPT-4 mirroring math anxiety in high-school students",https://osf.io/27u6z
163,From Driverless Dilemmas to More Practical Common-Sense Tests for Automated Vehicles,https://osf.io/ypbve
164,CogNGen: Constructing the kernel of a hyperdimensional predictive processing cognitive architecture,https://osf.io/g6hf4
165,A Psychological Model Predicts Fears about Artificial Intelligence across 20 Countries and 6 Domains of Application,https://osf.io/pjvqt
166,iSense: AI-Based Model and App to Identify Linguistic Biomarkers of Mood Disorders,https://osf.io/gm9e8
167,How do People Judge the Immorality of Artificial Intelligence versus Humans Committing Moral Wrongs in Real-World Situations?,https://osf.io/bmq7h
168,Inference in the Data Science Era –Do we Need a New Epistemological Debate in the Social Sciences?,https://osf.io/hj3rw
169,The Promises and Possibilities of Artificial Intelligence in the Delivery of Behavior Analytic Services,https://osf.io/g42pt
170,Artificial moral cognition: Learning from developmental psychology,https://osf.io/tnf4e
171,Language-based game theory in the age of artificial intelligence,https://osf.io/cuf8z
172,Conversational Assessment Using Artificial Intelligence is as Clinically Useful as Depression Scales and Preferred by Users,https://osf.io/btz6n
173,Could IBM's Deep Blue chess program feel triumphant?,https://osf.io/m8c96
174,"The Future of Intelligence: The Central Meaning-Making Unit  of Intelligence in the Mind, the Brain, and Artificial Intelligence",https://osf.io/nbxu3
175,Leveraging ChatGPT for Efficient Fact-Checking,https://osf.io/qnjkf
176,Exposing Implicit Biases and Stereotypes in Human and Artificial Intelligence.  State of the Art and Challenges with a focus on Gender,https://osf.io/msydj
177,Using AI to generate visual art: Individual differences in creative ability predict art quality,https://osf.io/ygzw6
178,The Effects of Assumed AI vs. Human Authorship on the Perception of a GPT-generated Text,https://osf.io/wrusc
179,Seeing is Believing: The Continued Influence of a Known AI-Generated 'Deepfake' Video,https://osf.io/t7jfk
180,"Understanding, Explaining, and Utilizing Medical Artificial Intelligence",https://osf.io/4kwap
181,"Interdisciplinarity, Gender Diversity, and Network Structure Predict the Centrality of AI Organizations",https://osf.io/dp3ef
182,The Inherited Bias Effect: the propagation of artificial intelligence biases to human decisions,https://osf.io/f2x4n
183,"Using artificial intelligence to fit, compare, evaluate, and discover computational models of decision behavior",https://osf.io/hydpc
184,"The conductor model of consciousness, our neuromorphic twins, and the human-AI deal",https://osf.io/gbzd6
185,Humans vs. AI: Whether and why we prefer human-created compared to AI-created artwork,https://osf.io/f9upm
186,The State of Modeling Face Processing in Humans with Deep Learning,https://osf.io/hfjmq
187,"Artificial Intelligence, Morality, and Sentience (AIMS) Survey: 2021",https://osf.io/dzgsb
188,Perspectives about the Collaboration between Human and Artificial-Intelligence in Creative Decision-Making,https://osf.io/bq4sf
189,Toward an Integrative Approach to Nonverbal Personality Detection:  Connecting Psychological and Artificial Intelligence Research.,https://osf.io/gm7x4
190,The perception of artificial-intelligence (AI) based synthesized speech in younger and older adults,https://osf.io/umy6f
191,Faces Merely Labelled as Artificial are Trusted Less,https://osf.io/te2ju
192,The threat of Artificial Intelligence to online qualitative methods: an experiential account.,https://osf.io/9cpg7
193,Deployment of Algorithms in Management Tasks Reduces Prosocial Motivation,https://osf.io/fz9h4
194,Artificial Intelligence in Medicine: The Influence of Medical Expertise and Perceived Causability on Medical AI Risk and Benefit Perception,https://osf.io/m5q3p
195,"Artificial Intelligence in Practice: Opportunities, Challenges, and Ethical Considerations",https://osf.io/6hn4f
196,Psychological Assistant Bot Using Artificial Intelligence to Improve Individuals' Mental Health,https://osf.io/ewm82
197,"Beyond Rating Scales: With Targeted Evaluation, Language Models are Poised for Psychological Assessment",https://osf.io/yfd8g
198,When Are Combinations of Humans and AI Useful?,https://osf.io/mk46p
199,Personalized spiking neural network models inform learning histories of choice behavior,https://osf.io/b9ksd
200,When Are Combinations of Humans and AI Useful?,https://osf.io/mk46p
201,The Nexus Chronicles: Adventures in the Multiverse - An AI Created Science Fiction,https://osf.io/5zcpq
202,Creating an AI-Conversational Agent in Psychotherapy: Recognizing User Intents,https://osf.io/96ezr
203,Can artificial intelligence enable versus inhibit gender equality for the Sustainable Development Goals? What scientists know so far,https://osf.io/5cfwk
204,Psychological Implications of AI-driven Automation for Employees – Insights from Healthcare and Financial Services in Germany,https://osf.io/gu5jv
205,Zero Sales Resistance: The dark side of Big Data and Artificial Intelligence,https://osf.io/s5hg4
206,Forewarned is forearmed: Using AI to detect SDR tendencies as personnel selection tools,https://osf.io/7htfs
207,How Well Can an AI Chatbot Infer Personality? Examining Psychometric Properties of Machine-inferred Personality Scores,https://osf.io/pk2b7
208,Why and how to embrace AI such as ChatGPT in your academic life,https://osf.io/sdx3j
209,Theory of Machine 2.0: Artificial Versus Artificial Intelligence,https://osf.io/ekz9a
210,The Digital Divide in Action: How Experiences of Digital Technology Shape Future Relationships with Artificial Intelligence,https://osf.io/wd4tr
211,Emulating future neurotechnology using magic,https://osf.io/bx84d
212,"Towards Asimov’s Psychohistory: Harnessing Topological Data Analysis, Artificial Intelligence and Social Media data to Forecast Societal Trends",https://osf.io/k2sfq
213,Trust in Artificial Intelligence: Comparing trust processes between human and automated trustees in light of unfair bias,https://osf.io/r9y3t
214,Creating a Truly Conscious AI – A Novel Approach,https://osf.io/w5kq8
215,Automated Journalism: The Effects of AI Authorship and Evaluative Information on the Perception of a Science Journalism Article,https://osf.io/m9exr
216,Dimensions of Kernel Abstractions,https://osf.io/d8qvy
217,Artificial Intelligence is More Creative Than Humans: A Cognitive Science Perspective on the Current State of Generative Language Models,https://osf.io/6py2m
218,"Artificial Intelligence, Morality, and Sentience (AIMS) Survey: 2023 Update",https://osf.io/9xsav
219,What is new with Artificial Intelligence? Human-agent interactions through the lens of social agency,https://osf.io/a6fmr
220,The Morphospace of Consciousness,https://osf.io/emhnp
221,Detecting Depression Using a Framework Combining Deep Multimodal Neural Networks with a Purpose-Built Automated Evaluation,https://osf.io/vqpcz
222,P(doom) versus AI optimism: attitudes toward artificial intelligence and the factors that shape them,https://osf.io/cenwv
223,Superhuman Artificial Intelligence Can Improve Human Decision Making by Increasing Novelty,https://osf.io/rn3vx
224,"""I Believe AI Can Learn from the Error! Or Can It Not?"": The Effects of Implicit Theories of Artificial Intelligence on Trust Repair of the Intelligent Agent",https://osf.io/m4q8z
225,Artificial Cognition: How Experimental Psychology Can Help Generate Explainable Artificial Intelligence,https://osf.io/ygr4c
226,Illusions of Confidence in Artificial Systems,https://osf.io/mjx2v
227,Forms of explanation and understanding for neuroscience and artificial intelligence,https://osf.io/5g3pn
228,From Silicon to Solutions: AI's Impending Impact on Research and Discovery,https://osf.io/dwx5n
229,A short-form AI literacy intervention can reduce over-reliance on AI,https://osf.io/hv9qc
230,Human Perception of Art in the Age of Artificial Intelligence,https://osf.io/kvsu3
231,Spatiotemporal Patterns in Neurobiology: An Overview for Future Artificial Intelligence,https://osf.io/cpmre
232,Student and Faculty Perceptions of Artificial Intelligence in Student Writing,https://osf.io/7dnk9
233,Utilizing Machine Learning Algorithms Trained on AI-generated Synthetic Participant Recent Music-Listening Activity in Predicting Big Five Personality Traits,https://osf.io/sc7up
234,Generative AI are More Truth-Biased than Humans: A Replication and Extension of Core Truth-Default Theory Principles,https://osf.io/hm54g
235,What kind of Explainable AI do users need?,https://osf.io/qtka5
236,Artificial Intelligence Enables a Paradigm Shift in Understanding Nonfluent Aphasia,https://osf.io/wn7vc
237,"Who is skeptical about scientific innovation? Examining worldview predictors of AI, nanotechnology and human genetic editing attitudes",https://osf.io/98y34
238,Are Chatbots the New Relationship Experts? Insights from Three Studies,https://osf.io/nh3v9
239,Creative self-belief responses versus manual and automated Guilford alternate use task scoring: A cross-sectional study,https://osf.io/vjqnu
240,Psychotherapy as Heuristic Search,https://osf.io/wcgde
241,Formulation as Representation - Modelling the Cognitive Space of Mental Health Clinical Reasoning,https://osf.io/b4j39
242,The Topic Structure of the Book of Mormon: Worldview Insights for Mental Health Professionals,https://osf.io/yte72
243,A Convergence of Theories of Mind and Brain,https://osf.io/2jfh5
244,GPT is an effective tool for multilingual psychological text analysis,https://osf.io/sekf5
245,Emotion-Driven Interactive Storytelling: Let Me Tell You How to Feel,https://osf.io/bn79r
246,Reclaiming AI as a theoretical tool for cognitive science,https://osf.io/4cbuv
247,AI-induced Indifference: Unfair AI Reduces Prosociality,https://osf.io/cdt2j
248,Comparing Theory of Mind In Large Language Model and Human: Imagine Omniscient Power,https://osf.io/zu3rw
249,The Effects of Explanations in Automated Essay Scoring Systems on Student Trust and Motivation (accepted for publication),https://osf.io/tgpf4
250,Attributions toward Artificial Agents in a modified Moral Turing Test,https://osf.io/4gxtk
251,From Product to Producer: The Impact of Perceptual Evidence and Robot Embodiment on the Human Assessment of AI Creativity,https://osf.io/9awf2
252,Commonsense Psychology in Human Infants and Machines,https://osf.io/j3zs8
253,Development and validation of an artificial intelligence chatbot to assess personality,https://osf.io/ahtr9
254,How should intelligent agents apologize to restore trust? Interaction effects between anthropomorphism and apology attribution on trust repair,https://osf.io/234f5
255,The Terminology of Artificial Sentience,https://osf.io/sujwf
256,Measuring Alliance and Symptom Severity in Psychotherapy Transcripts Using BERT Topic Modeling,https://osf.io/aq3gf
257,Algorithm aversion or appreciation? Four randomized field trials of personalized risk-communication nudges to encourage flu vaccination,https://osf.io/vtxza
258,Conversational User Interfaces: Explanations and Interactivity Positively Influence Advice Taking from Generative Artificial Intelligence,https://osf.io/jq9se
259,Can AI Abstract the Architecture of Mathematics?,https://osf.io/thv9q
260,Augmented Cognition: Life as we don't know it,https://osf.io/x4m2g
261,What Predicts AI Usage? Investigating the Main Drivers of AI Use Intention over Different Contexts,https://osf.io/jvdpe
262,Techniques for supercharging academic writing with generative AI,https://osf.io/9yhwz
263,AI in the Government: Responses to Failures,https://osf.io/wn7ae
264,"Hidden Conversations, Missed Opportunities: Can Artificial Intelligence Capture Social Determinants of Health Discussions in Behavioral Health Sessions?",https://osf.io/5fa4h
265,Experimental analysis of behavior assisted by artificial intelligence: Towards a multidisciplinary paradigm shift,https://osf.io/38t6x
266,Perceptions of Artificial Intelligence system's aptitude to judge morality and competence amidst the rise of chatbots,https://osf.io/vsxr4
267,Effects of an Artificial Intelligence Platform for Behavioral Interventions on Depression and Anxiety Symptoms: Randomized Clinical Trial,https://osf.io/97pdj
268,Large language models could change the future of behavioral healthcare:  A proposal for responsible development and evaluation,https://osf.io/cuzvr
269,A Path to Generative Artificial Selves,https://osf.io/y3tzs
270,A Critique of Transhumanism,https://osf.io/gxk9q
271,Adaptive cognitive fit: Artificial intelligence augmented management of information facets and representations,https://osf.io/pzk8a
272,Folk Psychological Attributions of Consciousness to Large Language Models,https://osf.io/5cnrv
273,Are AI safety and AI ethics memetic rivals?,https://osf.io/3rpwt
274,Cultural Contexts and Moral Judgments in AI,https://osf.io/axf5d
275,An Artificial Intelligence Perspective: How Knowledge and Confidence Shape Risk and Opportunity Perception,https://osf.io/5zvha
276,Do people perceive male and female artificial intelligence (AI) conversational agents’ voices differently?,https://osf.io/9v8e4
277,"Academic Misconduct and Generative Artificial Intelligence: University Students’ Intentions, Usage, and Perceptions [Preprint]",https://osf.io/hwkgu
278,"An Infant-Cognition Inspired Machine Benchmark for Identifying Agency, Affiliation, Belief, and Intention",https://osf.io/zf5nh
279,Longitudinal Socio-Emotional Learning Intervention for Autism Via Smartglasses: Qualitative School Teacher Report of Practicality and Efficacy in General and Special Education Classroom Settings.,https://osf.io/xpduy
280,How do Users Experience Traceability of AI Systems? Examining Subjective Information Processing Awareness in Automated Insulin Delivery (AID) Systems,https://osf.io/3v9b8
281,Original or fake? Value attributed to text-based archives generated by artificial intelligence.,https://osf.io/s92am
282,Data science in economics: comprehensive review of advanced machine learning and deep learning methods,https://osf.io/3t2qe
283,People devalue generative AI’s competence but not its advice in addressing societal and personal challenges,https://osf.io/swfn6
284,Behavioral Markers of Psychotic Disorders: Using Artificial Intelligence to Detect Nonverbal Expressions in Video,https://osf.io/7jxrw
285,Computational Audiology: New Approaches to Advance Hearing Health Care in the Digital Age,https://osf.io/hu8eg
286,The Intersection of Human and Artificial Creativity,https://osf.io/t7nv2
