,0,1
58,Quantifying UncertAInty: Testing the Accuracy of LLMs’ Confidence Judgments,https://osf.io/47df5
59,Can Large Language Models (LLM) label topics from a topic model?,https://osf.io/23x4m
60,Information Search With ChatGPT: An Experimental Comparison of Credibility Judgments across Different Presentation Modes,https://osf.io/qpf73
61,Introducing Textual Measures of Central Bank Policy-Linkages Using ChatGPT,https://osf.io/78wnp
62,AI-Based Avatars Are Changing the Way We Learn and Teach: Benefits and Challenges,https://osf.io/jt83m
63,Bridging the gap through common features: The semantic structure of creative metaphors,https://osf.io/4fzgs
64,"Assessing Novelty, Feasibility, and Value of Creative Ideas with an Unsupervised Approach Using GPT-4",https://osf.io/qr3fs
65,Can Large Language Models (LLM) label topics from a topic model?,https://osf.io/23x4m
66,Using cognitive psychology to understand GPT-3,https://osf.io/6dfgk
67,Leveraging Process-Action Epistemic Network Analysis to Illuminate Student Self-Regulated Learning with a Socratic Chatbot,https://osf.io/b9vq6
68,How funny is ChatGPT? A comparison of human- and A.I.-produced jokes,https://osf.io/5yz8n
69,Innovative Applications of Large Language Models for Medical Record Access Audits,https://osf.io/a9ubh
70,Innovative Applications of Large Language Models for Medical Record Access Audits,https://osf.io/a9ubh
71,Peer-Reviews and AI Feedback Compared: University Students’ Preferences,https://osf.io/uy8qp
72,Efficient Model Compression and Knowledge Distillation on LLama 2: Achieving High Performance with Reduced Computational Cost,https://osf.io/hax36
73,Automating Psychological Hypothesis Generation with AI: Large Language Models Meet Causal Graph,https://osf.io/7ck9m
74,Can Generative AI Infer Thinking Style from Language? Evaluating the Utility of AI as a Psychological Text Analysis Tool,https://osf.io/zy8gr
75,Automated Scoring of Scientific Creativity in German,https://osf.io/be7yr
76,"Beyond Rating Scales: With Targeted Evaluation, Language Models are Poised for Psychological Assessment",https://osf.io/yfd8g
77,Implications of ChatGPT and Generative Language Models for Nursing Science and PhD Education,https://osf.io/6m4et
78,Whodunnit? Inferring what happened from multimodal evidence,https://osf.io/gpzms
79,Optimizing Llama 7B for Medical Question Answering: A Study on Fine-Tuning Strategies and Performance on the MultiMedQA Dataset,https://osf.io/g5aes
80,Effects of Personalization on Credit and Blame for AI-Generated Content:  Evidence from Four Countries,https://osf.io/68k3c
81,Personality in Just a Few Words: Assessment Using Natural Language Processing,https://osf.io/3m9pu
82,Machine learning of transcriptome data treated with DNA base editor,https://osf.io/zytkj
83,Psilocybin Therapy for Treatment Resistant Depression: Prediction of Clinical Outcome by Natural Language Processing,https://osf.io/kh3cx
84,GPT's Performance in Identifying Outcome Changes on ClinicalTrials.gov,https://osf.io/npvwr
85,Transforming Online Learning Research: Leveraging GPT-3.5 Large Language Models for Automated Content Analysis of Cognitive Presence,https://osf.io/w9uhb
86,Artificial intelligence in psychology research,https://osf.io/rva3w
87,GPT is an effective tool for multilingual psychological text analysis,https://osf.io/sekf5
88,Inductive Coding with ChatGPT - An Evaluation of Different GPT Models Clustering Qualitative Data into Categories,https://osf.io/gpnye
89,Prompting sometimes invokes expert-like downward shifts in multimodal models’ conceptual hierarchies,https://osf.io/uc6d4
90,Global Evidence on the Motives for Sustainable Behaviors,https://osf.io/syku6
91,"The Silence of the LLMs: Cross-Lingual Analysis of Political Bias and False Information Prevalence in ChatGPT, Google Bard, and Bing Chat",https://osf.io/q9v8f
92,DEEP: A model of gaming preferences informed by the hierarchical nature of goal-oriented cognition,https://osf.io/z3mvu
93,Foreword,https://osf.io/j9nax
